SCG ID,"Secure Controls
Framework ID",DISA STIG ID,PCI DSS 4.0.1 ID,"Component
Name",Component Version,Feature/Function,Description/Title,Discussion,Potential Functional Impact if Default Value is Changed,"Implementation
Priority",Configuration Parameter,Installation Default Value,Baseline Suggested Value,Is the Default?,Action Needed,Setting Location,PowerCLI Command Assessment,PowerCLI Command Remediation
vm-9.remove-unnecessary-devices,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7","VCFV-9X-000215
VCFV-9X-000214
VCFV-9X-000216
VCFV-9X-000217
VCFV-9X-000218",2.2.4,ESX,9.0.0,Virtual Machine,Virtual machines must remove unnecessary virtual hardware.,"Eliminate unnecessary virtual hardware from VMs to reduce potential attack surfaces. Rarely-used ports, temporary CD/DVD drives, and hardware introduced via migrations could be vulnerable. Removing these decreases risk of software introduction or data exfiltration from a protected environment.","Removing the CD-ROM device may impact VMware Tools installation and maintenance.

Removing XHCI controllers may impact console keyboard and mouse connectivity for some guest OSes.",P0,N/A,Configured,Not Configured,NO,Modify,VM Settings,"$VMview = Get-VM -Name $VM | Get-View
$UnnecessaryHardware = ""VirtualUSBController|VirtualUSBXHCIController|VirtualParallelPort|VirtualFloppy|VirtualSerialPort|VirtualHdAudioCard|VirtualAHCIController|VirtualEnsoniq1371|VirtualCdrom""

$VMview.Config.Hardware.Device | Where-Object {$_.GetType().Name -match $UnnecessaryHardware} | Foreach-Object {
	$devname = $_.GetType().Name
	Write-Host ""$VM`: [WARNING] VM has a $devname device. Please evaluate and consider removing."" -ForegroundColor Yellow
}",N/A
vm-9.restrict-host-info,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000203,1.4.5,ESX,9.0.0,Virtual Machine,Virtual machines must not be able to obtain host information from the hypervisor.,"Preventing VMs from obtaining host information from the hypervisor mitigates risk of advanced attacks, as it denies adversaries crucial details about the physical host.",None.,P2,tools.guestlib.enableHostInfo,FALSE,FALSE or Undefined,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting tools.guestlib.enableHostInfo,Get-VM -Name $VM | Get-AdvancedSetting tools.guestlib.enableHostInfo | Remove-AdvancedSetting
vm-9.secure-boot,"END-06.5
END-06.6
AST-18
END-15
TDA-14.1
END-06.1
CHG-04.2
TDA-01.2
END-04
AST-15",N/A,5.2.3,ESX,9.0.0,Virtual Machine,The guest OS must enable Secure Boot.,"Secure Boot, supported by all modern guest OSes, uses public key cryptography to validate firmware, boot loader, drivers, and OS kernel. By preventing system booting with uncertain boot chain validity, it effectively restricts malware.",Enabling this after guest OS install may involve more process than just checking the box. Refer to your guest OS documentation for instructions.,N/A,N/A,Site-Specific,TRUE,NO,Modify,VM Settings,N/A,N/A
vm-9.transparentpagesharing-inter-vm-enabled,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000204,2.2.6,ESX,9.0.0,Virtual Machine,Virtual machines must restrict sharing of memory pages between VMs.,"Transparent Page Sharing (TPS) reduces VM memory footprint but could enable unauthorized data access in some very limited conditions. To bolster security, VMs should be configured with the sched.mem.pshare.salt option, preventing memory sharing with other VMs.",None.,P2,sched.mem.pshare.salt,Not Present,Not Present,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting sched.mem.pshare.salt,Get-VM -Name $VM | Get-AdvancedSetting -Name sched.mem.pshare.salt | Remove-AdvancedSetting
vm-9.virtual-hardware,"VPM-04.1
VPM-05",N/A,2.2.6,ESX,9.0.0,Virtual Machine,The guest OS must ensure that virtual machine hardware is version 19 or newer where supported.,"Virtual hardware 19 is compatible with ESX 7.0 Update 2 and later. Newer versions of virtual hardware enable new features and better performance. Consider upgrading to VM Hardware 22 if you are fully updated to VCF 9. Other VMware guidance urges caution when upgrading; we urge testing of the process. Snapshots capture the virtual hardware version, making testing and rollback easy.

Consider all locations that a virtual machine might run, or need to be restored to.

Changes to the configuration of VMware-supplied virtual appliances are not supported and may cause service disruptions.","Changing VM hardware versions changes device versions inside the guest, which may have repercussions. Test, and remember that snapshots also capture the VM version, too, so it can be reverted.

Changes to the configuration of VMware-supplied virtual appliances are not supported and may cause service disruptions.",N/A,N/A,Site-Specific,vmx-19,NO,Modify,VM Compatibility,N/A,N/A
vm-9.vmotion-encrypted,"NET-14.2
CRY-01
CRY-03
CRY-01.1
CRY-04",VCFV-9X-000208,"2.2.7
4.2.1",ESX,9.0.0,Virtual Machine,Virtual machines must require encryption for vMotion.,"Requiring encryption for vMotion in virtual machines guarantees secure data transfer. The default 'opportunistic' encryption likely results in encryption due to widespread AES-NI support in vSphere-compatible hardware. However, enforcing 'required' encryption prevents any unencrypted operations.",None.,P1,VM Configuration,opportunistic,required,NO,Modify,VM Settings,(Get-VM -Name $VM).ExtensionData.Config.MigrateEncryption,"$VMview = Get-VM -Name $VM | Get-View 
$ConfigSpec = New-Object VMware.Vim.VirtualMachineConfigSpec
$ConfigSpec.MigrateEncryption = New-Object VMware.Vim.VirtualMachineConfigSpecEncryptedVMotionModes
$ConfigSpec.MigrateEncryption = ""required""
$VMview.ReconfigVM_Task($ConfigSpec)"
vm-9.vmrc-lock,"IAC-24
IAC-24.1",VCFV-9X-000206,2.2.6,ESX,9.0.0,Virtual Machine,Virtual machines must be configured to lock when the last console connection is closed.,Locking virtual machines when the last console connection closes can prevent potential unauthorized access from attackers exploiting logged-in console sessions.,None.,P0,tools.guest.desktop.autolock,FALSE,TRUE,NO,Modify,VM Settings,Get-VM -Name $VM | Get-AdvancedSetting tools.guest.desktop.autolock,Get-VM -Name $VM | Get-AdvancedSetting -Name tools.guest.desktop.autolock | Set-AdvancedSetting -Value $true
vsan-9.automatic-rebalance,DCH-24.1,N/A,2.2.6,vSAN,9.0.0,Base,vSAN should automatically correct data storage imbalances. ,vSAN Automatic Rebalancing proactively ensures optimal performance. It should be enabled to proactively correct situations that may have formed from other maintenance or outage conditions.,None.,P0,N/A,Disabled,Enabled,NO,Modify if Feature in Use,"vSAN Services, Storage",N/A,N/A
vsan-9.auto-policy-management,DCH-24.1,N/A,2.2.6,vSAN,9.0.0,ESA,vSAN must enable automatic policy management.,vSAN Automatic Policy Management monitors the default policy for vSAN datastores and makes recommendations to improve reliability when vSAN health conditions change.,"Will potentially alter storage policies for VMs using ""datastore default"" settings.",P0,N/A,Disabled,Enabled,NO,Modify if Feature in Use,"vSAN Services, Storage",N/A,N/A
vsan-9.encryption-rest,"CRY-05
AST-07
CRY-01.1
AST-09
BCD-11.4
DCH-08
DCH-09",VCFA-9X-000191,"3.3.2
3.3.3
3.5.1",vSAN,9.0.0,Base,vSAN must protect data at rest.,"vSAN Data-at-Rest encryption helps maintain the confidentiality of sensitive data while it resides on storage devices and reduce the risk of unauthorized access or exposure in the event of physical theft or loss. This configuration parameter can be altered while the cluster is operational. Enabling data-at-rest protections will reformat disk groups (for vSAN OSA) and rewrite stored objects (for vSAN ESA), which may take considerable time, but it will be done in the background. Workloads do not need to be powered off.","All encryption comes at the cost of CPU cycles and potential storage latency. How much this impacts workloads depends on a variety of factors, such as the configuration of the underlying hardware and the type and frequency of storage I/O by the workload.",P0,N/A,Disabled,Enabled,NO,Modify,"vSAN Configuration,
Data Services",N/A,N/A
vsan-9.encryption-transit-esa,"NET-14.2
CRY-01
CRY-03
CRY-01.1
CRY-04",VCFA-9X-000343,"3.3.2
3.3.3
3.5.1",vSAN,9.0.0,ESA,vSAN must protect storage-related network communications.,"vSAN Data-in-Transit encryption helps ensure that sensitive data remains confidential while traversing the network, reducing the risk of unauthorized access or interception. This configuration parameter can be altered while the cluster is operational.

vSAN ESA with data-at-rest protections enabled transmits data in an encrypted form by default.","All encryption comes at the cost of CPU cycles and potential storage latency. How much this impacts workloads depends on a variety of factors, such as the configuration of the underlying hardware and the type and frequency of storage I/O by the workload.",Advanced,N/A,Enabled if using vSAN Data-at-Rest Protections,Enabled,YES,Audit,"vSAN Configuration,
Data Services",N/A,N/A
vsan-9.encryption-transit-osa,"NET-14.2
CRY-01
CRY-03
CRY-01.1
CRY-04",VCFA-9X-000343,"3.3.2
3.3.3
3.5.1",vSAN,9.0.0,OSA,vSAN must protect storage-related network communications.,"vSAN Data-in-Transit encryption helps ensure that sensitive data remains confidential while traversing the network, reducing the risk of unauthorized access or interception. This configuration parameter can be altered while the cluster is operational.

vSAN ESA with data-at-rest protections enabled transmits data in an encrypted form by default.","All encryption comes at the cost of CPU cycles and potential storage latency. How much this impacts workloads depends on a variety of factors, such as the configuration of the underlying hardware and the type and frequency of storage I/O by the workload.",P0,N/A,Disabled,Enabled,NO,Modify,"vSAN Configuration,
Data Services",N/A,N/A
vsan-9.file-services-access-control-nfs,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",N/A,3.6.1,vSAN,9.0.0,File Service - NFS,NFS file shares on vSAN File Services must be configured to restrict access.,"When configuring an NFS file share the ""Customize net access"" option should be selected with a restrictive set of permissions configured.",Loss of connectivity to clients.,"P0
Upon Feature Enablement",N/A,No Access,Customize Net Access,NO,Modify,vSAN File Share Configuration,N/A,N/A
vsan-9.file-services-authentication-smb,"NET-14.2
CRY-01
CRY-03
CRY-01.1
CRY-04",N/A,3.6.1,vSAN,9.0.0,File Service - SMB,SMB file shares on vSAN File Services must accept only encrypted SMB authentication communications. ,When configuring an SMB file share the Protocol Encryption option must be enabled.,None.,"P0
Upon Feature Enablement",N/A,Disabled,Enabled,NO,Modify,vSAN File Share Configuration,N/A,N/A
vsan-9.force-provisioning,DCH-24.1,N/A,2.2.6,vSAN,9.0.0,Base,vSAN must not provision storage when storage policy requirements cannot be met.,"If the storage policy ""Force Provisioning"" option is set to Yes, the object is provisioned even if the Failures to tolerate, Number of disk stripes per object, and Flash read cache reservation policies specified in the storage policy cannot be satisfied by the datastore. While this might be helpful in bootstrapping scenarios and during an outage when standard provisioning is no longer possible, normal operations should not permit storage policy violations.",None.,P2,N/A,Disabled,Disabled,YES,Audit,"Policies and Profiles,
VM Storage Policies",N/A,N/A
vsan-9.iscsi-mutual-chap,"NET-14.2
CRY-01
CRY-03
CRY-01.1
CRY-04",VCFA-9X-000331,3.6.1,vSAN,9.0.0,iSCSI Target,vSAN iSCSI target must enable bidirectional/mutual CHAP authentication.,"Mutual CHAP provides an additional layer of protection by requiring both the initiator (client) and the target (server) to verify their identities to each other, thereby ensuring data transmitted between the two is not intercepted or altered by unauthorized entities.",May be more difficult to configure clients.,"P0
Upon Feature Enablement",N/A,Disabled,Enabled,NO,Modify,vSAN iSCSI Target Configuration,N/A,N/A
vsan-9.managed-disk-claim,DCH-24.1,N/A,2.2.6,vSAN,9.0.0,ESX,vSAN must disable managed disk claims.,"With vSAN Managed Disk Claim enabled, vSAN will claim all compatible disks automatically. This presents a variety of risks around drive lifecycle. Leave this feature disabled and either claim disks manually, or enable it temporarily at the infrequent times when you are adding capacity and can monitor the operation.",Disk claims must be handled manually.,P2,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vsan-9.network-isolation-vsan-iscsi-target,SEA-03,N/A,3.6.1,vSAN,9.0.0,iSCSI Target,"Ensure that the vSAN iSCSI Target uses its own VMkernel network interfaces, isolated on their own network segments and employing separate perimeter controls using Distributed Port Group Traffic Filtering and Marking, NSX, or external network security controls.","Because the iSCSI Target clients will be external to the cluster they should be isolated on their own network interfaces, so that other, internal-only network communications can be restricted separately. Isolation of this type also helps diagnose and manage performance.",None.,"P0
Upon Feature Enablement",N/A,Not Configured,Configured,NO,Modify if Feature in Use,vSAN iSCSI Target Configuration,N/A,N/A
vsan-9.network-isolation-vsan-max,SEA-03,N/A,3.6.1,vSAN,9.0.0,MAX,vSAN Max must have its storage network traffic isolated.,vSAN Max does not offer data-in-transit encryption to the target storage host. Isolate the storage traffic using dedicated VLANs or other technology.,None.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vsan-9.object-checksum,DCH-24.1,N/A,4.2.1,vSAN,9.0.0,Base,vSAN must calculate object checksums to protect data integrity.,"vSAN uses end-to-end checksum to ensure the integrity of data by confirming that each copy of a file is exactly the same as the source file. The system checks the validity of the data during read/write operations, and if an error is detected, vSAN repairs the data or reports the error. Integrity problems cannot be detected if the vSAN policy disables checksums. For vSAN Express Storage Architecture, object checksums are always computed, and cannot be deactivated.",None.,P2,N/A,Disabled,Disabled,YES,Audit,"Policies and Profiles,
VM Storage Policies",N/A,N/A
vsan-9.operations-reserve,DCH-24.1,N/A,2.2.6,vSAN,9.0.0,Base,vSAN must reserve space to complete internal maintenance operations.,"vSAN Operations Reserve capacity setting helps ensure that vSAN always has sufficient free space to maintain the availability and reliability of the vSAN datastore and prevent potential data loss or service disruptions due to insufficient capacity during operations like policy changes. This configuration parameter can be altered while the cluster is operational.

vSAN Host Reserve can also be enabled, but use of Auto-Policy Management will be constrained on small vSAN clusters. Please see the post Understanding ‘Reserved Capacity’ Concepts in vSAN (https://blogs.vmware.com/cloud-foundation/2022/02/18/understanding-reserved-capacity-concepts-in-vsan/) for more information.",Enabling this will reduce the usable capacity of the vSAN datastore.,P0,N/A,Disabled,Enabled,NO,Modify,"vSAN Configuration,
Reservations and Alerts",N/A,N/A
